collection_host,collection_key,category,data_element,source,instance_number,inst_id,value
aupp-hroradb-f9exx1, PRD1219183590, id, collector_version, v1601,                    0,                    0, 2016-01-05
aupp-hroradb-f9exx1, PRD1219183590, id, collection_date, sysdate,                    0,                    0, 2020-11-06/11:22:21
aupp-hroradb-f9exx1, PRD1219183590, id, awr_retention_days, dba_hist_snapshot,                    0,                    0,                                                                                8
aupp-hroradb-f9exx1, PRD1219183590, id, awr_retention_days, dba_hist_snapshot,                    1,                    0,                                                                                8
aupp-hroradb-f9exx1, PRD1219183590, id, awr_retention_days, dba_hist_snapshot,                    2,                    0,                                                                                8
aupp-hroradb-f9exx1, PRD1219183590, id, collection_days, dba_hist_wr_control,                    0,                    0, 8
aupp-hroradb-f9exx1, PRD1219183590, id, user, user,                    0,                    0, SYS
aupp-hroradb-f9exx1, PRD1219183590, id, host, sys_context,                    0,                    0, aupp-hroradb-f9exx1
aupp-hroradb-f9exx1, PRD1219183590, id, server_host, sys_context,                    0,                    0, aupp-hroradb-f9exx1
aupp-hroradb-f9exx1, PRD1219183590, id, dbid, v$database,                    0,                    0, 2109323688
aupp-hroradb-f9exx1, PRD1219183590, id, db_name, sys_context,                    0,                    0, PRD
aupp-hroradb-f9exx1, PRD1219183590, id, db_unique_name, sys_context,                    0,                    0, PRD_iad3vt
aupp-hroradb-f9exx1, PRD1219183590, id, platform_name, v$database,                    0,                    0, Linux x86 64-bit
aupp-hroradb-f9exx1, PRD1219183590, id, host_name, gv$instance,                    1,                    1, aupp-hroradb-f9exx1
aupp-hroradb-f9exx1, PRD1219183590, id, host_name, gv$instance,                    2,                    2, aupp-hroradb-f9exx2
aupp-hroradb-f9exx1, PRD1219183590, id, version, gv$instance,                    1,                    1, 12.1.0.2.0
aupp-hroradb-f9exx1, PRD1219183590, id, version, gv$instance,                    2,                    2, 12.1.0.2.0
aupp-hroradb-f9exx1, PRD1219183590, id, instance_name, gv$instance,                    1,                    1, PRD1
aupp-hroradb-f9exx1, PRD1219183590, id, instance_name, gv$instance,                    2,                    2, PRD2
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_peak   , dba_hist_active_sess_history,                    1,                    0,                         22
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_peak   , dba_hist_active_sess_history,                    2,                    0,                         13
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_peak              , dba_hist_active_sess_history,                    1,                    0,                         22
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_peak              , dba_hist_active_sess_history,                    2,                    0,                         13
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_peak  , dba_hist_active_sess_history,                    1,                    0,                          2
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_peak  , dba_hist_active_sess_history,                    2,                    0,                          4
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_peak   , dba_hist_active_sess_history,                   -1,                   -1,                         35
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_peak              , dba_hist_active_sess_history,                   -1,                   -1,                         35
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_peak  , dba_hist_active_sess_history,                   -1,                   -1,                          6
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_9999   , dba_hist_active_sess_history,                    1,                    0,                         21
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_9999   , dba_hist_active_sess_history,                    2,                    0,                         13
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_9999              , dba_hist_active_sess_history,                    1,                    0,                         21
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_9999              , dba_hist_active_sess_history,                    2,                    0,                         13
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_9999  , dba_hist_active_sess_history,                    1,                    0,                          2
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_9999  , dba_hist_active_sess_history,                    2,                    0,                          2
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_9999   , dba_hist_active_sess_history,                   -1,                   -1,                         34
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_9999              , dba_hist_active_sess_history,                   -1,                   -1,                         34
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_9999  , dba_hist_active_sess_history,                   -1,                   -1,                          4
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_999    , dba_hist_active_sess_history,                    1,                    0,                         15
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_999    , dba_hist_active_sess_history,                    2,                    0,                         11
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_999               , dba_hist_active_sess_history,                    1,                    0,                         15
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_999               , dba_hist_active_sess_history,                    2,                    0,                         11
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_999   , dba_hist_active_sess_history,                    1,                    0,                          1
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_999   , dba_hist_active_sess_history,                    2,                    0,                          1
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_999    , dba_hist_active_sess_history,                   -1,                   -1,                         26
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_999               , dba_hist_active_sess_history,                   -1,                   -1,                         26
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_999   , dba_hist_active_sess_history,                   -1,                   -1,                          2
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_99     , dba_hist_active_sess_history,                    1,                    0,                          9
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_99     , dba_hist_active_sess_history,                    2,                    0,                          9
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_99                , dba_hist_active_sess_history,                    1,                    0,                          9
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_99                , dba_hist_active_sess_history,                    2,                    0,                          9
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_99    , dba_hist_active_sess_history,                    1,                    0,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_99    , dba_hist_active_sess_history,                    2,                    0,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_99     , dba_hist_active_sess_history,                   -1,                   -1,                         18
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_99                , dba_hist_active_sess_history,                   -1,                   -1,                         18
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_99    , dba_hist_active_sess_history,                   -1,                   -1,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_97     , dba_hist_active_sess_history,                    1,                    0,                          4
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_97     , dba_hist_active_sess_history,                    2,                    0,                          3
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_97                , dba_hist_active_sess_history,                    1,                    0,                          4
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_97                , dba_hist_active_sess_history,                    2,                    0,                          3
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_97    , dba_hist_active_sess_history,                    1,                    0,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_97    , dba_hist_active_sess_history,                    2,                    0,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_97     , dba_hist_active_sess_history,                   -1,                   -1,                          7
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_97                , dba_hist_active_sess_history,                   -1,                   -1,                          7
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_97    , dba_hist_active_sess_history,                   -1,                   -1,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_95     , dba_hist_active_sess_history,                    1,                    0,                          3
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_95     , dba_hist_active_sess_history,                    2,                    0,                          2
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_95                , dba_hist_active_sess_history,                    1,                    0,                          3
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_95                , dba_hist_active_sess_history,                    2,                    0,                          2
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_95    , dba_hist_active_sess_history,                    1,                    0,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_95    , dba_hist_active_sess_history,                    2,                    0,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_95     , dba_hist_active_sess_history,                   -1,                   -1,                          5
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_95                , dba_hist_active_sess_history,                   -1,                   -1,                          5
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_95    , dba_hist_active_sess_history,                   -1,                   -1,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_90     , dba_hist_active_sess_history,                    1,                    0,                          2
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_90     , dba_hist_active_sess_history,                    2,                    0,                          2
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_90                , dba_hist_active_sess_history,                    1,                    0,                          2
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_90                , dba_hist_active_sess_history,                    2,                    0,                          2
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_90    , dba_hist_active_sess_history,                    1,                    0,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_90    , dba_hist_active_sess_history,                    2,                    0,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_90     , dba_hist_active_sess_history,                   -1,                   -1,                          4
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_90                , dba_hist_active_sess_history,                   -1,                   -1,                          4
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_90    , dba_hist_active_sess_history,                   -1,                   -1,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_75     , dba_hist_active_sess_history,                    1,                    0,                          1
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_75     , dba_hist_active_sess_history,                    2,                    0,                          1
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_75                , dba_hist_active_sess_history,                    1,                    0,                          1
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_75                , dba_hist_active_sess_history,                    2,                    0,                          1
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_75    , dba_hist_active_sess_history,                    1,                    0,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_75    , dba_hist_active_sess_history,                    2,                    0,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_75     , dba_hist_active_sess_history,                   -1,                   -1,                          2
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_75                , dba_hist_active_sess_history,                   -1,                   -1,                          2
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_75    , dba_hist_active_sess_history,                   -1,                   -1,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_median , dba_hist_active_sess_history,                    1,                    0,                          1
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_median , dba_hist_active_sess_history,                    2,                    0,                          1
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_median            , dba_hist_active_sess_history,                    1,                    0,                          1
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_median            , dba_hist_active_sess_history,                    2,                    0,                          1
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_median, dba_hist_active_sess_history,                    1,                    0,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_median, dba_hist_active_sess_history,                    2,                    0,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_median , dba_hist_active_sess_history,                   -1,                   -1,                          2
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_median            , dba_hist_active_sess_history,                   -1,                   -1,                          2
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_median, dba_hist_active_sess_history,                   -1,                   -1,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_avg    , dba_hist_active_sess_history,                    1,                    0,                        1.5
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_avg    , dba_hist_active_sess_history,                    2,                    0,                        1.3
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_avg               , dba_hist_active_sess_history,                    1,                    0,                        1.5
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_avg               , dba_hist_active_sess_history,                    2,                    0,                        1.3
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_avg   , dba_hist_active_sess_history,                    1,                    0,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_avg   , dba_hist_active_sess_history,                    2,                    0,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_avg    , dba_hist_active_sess_history,                   -1,                   -1,                        2.8
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_avg               , dba_hist_active_sess_history,                   -1,                   -1,                        2.8
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_avg   , dba_hist_active_sess_history,                   -1,                   -1,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_peak   , gv$active_session_history,                    0,                    1,                         21
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_peak   , gv$active_session_history,                    0,                    2,                         13
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_peak              , gv$active_session_history,                    0,                    1,                         21
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_peak              , gv$active_session_history,                    0,                    2,                         13
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_peak  , gv$active_session_history,                    0,                    1,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_peak  , gv$active_session_history,                    0,                    2,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_peak   , gv$active_session_history,                   -1,                   -1,                         34
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_peak              , gv$active_session_history,                   -1,                   -1,                         34
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_peak  , gv$active_session_history,                   -1,                   -1,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_9999   , gv$active_session_history,                    0,                    1,                         21
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_9999   , gv$active_session_history,                    0,                    2,                         13
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_9999              , gv$active_session_history,                    0,                    1,                         21
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_9999              , gv$active_session_history,                    0,                    2,                         13
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_9999  , gv$active_session_history,                    0,                    1,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_9999  , gv$active_session_history,                    0,                    2,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_9999   , gv$active_session_history,                   -1,                   -1,                         34
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_9999              , gv$active_session_history,                   -1,                   -1,                         34
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_9999  , gv$active_session_history,                   -1,                   -1,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_999    , gv$active_session_history,                    0,                    1,                         20
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_999    , gv$active_session_history,                    0,                    2,                         13
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_999               , gv$active_session_history,                    0,                    1,                         20
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_999               , gv$active_session_history,                    0,                    2,                         13
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_999   , gv$active_session_history,                    0,                    1,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_999   , gv$active_session_history,                    0,                    2,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_999    , gv$active_session_history,                   -1,                   -1,                         33
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_999               , gv$active_session_history,                   -1,                   -1,                         33
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_999   , gv$active_session_history,                   -1,                   -1,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_99     , gv$active_session_history,                    0,                    1,                         17
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_99     , gv$active_session_history,                    0,                    2,                          4
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_99                , gv$active_session_history,                    0,                    1,                         17
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_99                , gv$active_session_history,                    0,                    2,                          4
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_99    , gv$active_session_history,                    0,                    1,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_99    , gv$active_session_history,                    0,                    2,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_99     , gv$active_session_history,                   -1,                   -1,                         21
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_99                , gv$active_session_history,                   -1,                   -1,                         21
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_99    , gv$active_session_history,                   -1,                   -1,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_97     , gv$active_session_history,                    0,                    1,                         10
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_97     , gv$active_session_history,                    0,                    2,                          2
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_97                , gv$active_session_history,                    0,                    1,                         10
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_97                , gv$active_session_history,                    0,                    2,                          2
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_97    , gv$active_session_history,                    0,                    1,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_97    , gv$active_session_history,                    0,                    2,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_97     , gv$active_session_history,                   -1,                   -1,                         12
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_97                , gv$active_session_history,                   -1,                   -1,                         12
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_97    , gv$active_session_history,                   -1,                   -1,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_95     , gv$active_session_history,                    0,                    1,                         10
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_95     , gv$active_session_history,                    0,                    2,                          2
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_95                , gv$active_session_history,                    0,                    1,                         10
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_95                , gv$active_session_history,                    0,                    2,                          2
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_95    , gv$active_session_history,                    0,                    1,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_95    , gv$active_session_history,                    0,                    2,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_95     , gv$active_session_history,                   -1,                   -1,                         12
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_95                , gv$active_session_history,                   -1,                   -1,                         12
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_95    , gv$active_session_history,                   -1,                   -1,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_90     , gv$active_session_history,                    0,                    1,                          9
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_90     , gv$active_session_history,                    0,                    2,                          1
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_90                , gv$active_session_history,                    0,                    1,                          9
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_90                , gv$active_session_history,                    0,                    2,                          1
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_90    , gv$active_session_history,                    0,                    1,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_90    , gv$active_session_history,                    0,                    2,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_90     , gv$active_session_history,                   -1,                   -1,                         10
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_90                , gv$active_session_history,                   -1,                   -1,                         10
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_90    , gv$active_session_history,                   -1,                   -1,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_75     , gv$active_session_history,                    0,                    1,                          1
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_75     , gv$active_session_history,                    0,                    2,                          1
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_75                , gv$active_session_history,                    0,                    1,                          1
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_75                , gv$active_session_history,                    0,                    2,                          1
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_75    , gv$active_session_history,                    0,                    1,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_75    , gv$active_session_history,                    0,                    2,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_75     , gv$active_session_history,                   -1,                   -1,                          2
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_75                , gv$active_session_history,                   -1,                   -1,                          2
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_75    , gv$active_session_history,                   -1,                   -1,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_median , gv$active_session_history,                    0,                    1,                          1
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_median , gv$active_session_history,                    0,                    2,                          1
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_median            , gv$active_session_history,                    0,                    1,                          1
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_median            , gv$active_session_history,                    0,                    2,                          1
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_median, gv$active_session_history,                    0,                    1,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_median, gv$active_session_history,                    0,                    2,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_median , gv$active_session_history,                   -1,                   -1,                          2
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_median            , gv$active_session_history,                   -1,                   -1,                          2
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_median, gv$active_session_history,                   -1,                   -1,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_avg    , gv$active_session_history,                    0,                    1,                        2.4
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_avg    , gv$active_session_history,                    0,                    2,                        1.1
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_avg               , gv$active_session_history,                    0,                    1,                        2.4
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_avg               , gv$active_session_history,                    0,                    2,                        1.1
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_avg   , gv$active_session_history,                    0,                    1,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_avg   , gv$active_session_history,                    0,                    2,                          0
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_and_resmgr_avg    , gv$active_session_history,                   -1,                   -1,                        3.5
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_on_cpu_avg               , gv$active_session_history,                   -1,                   -1,                        3.5
aupp-hroradb-f9exx1, PRD1219183590, cpu, aas_resmgr_cpu_quantum_avg   , gv$active_session_history,                   -1,                   -1,                          0
aupp-hroradb-f9exx1, PRD1219183590, mem, sga_alloc, dba_hist_sga,                    1,                    0,         214748364800
aupp-hroradb-f9exx1, PRD1219183590, mem, sga_alloc, dba_hist_sga,                    2,                    0,         214748364800
aupp-hroradb-f9exx1, PRD1219183590, mem, sga_alloc, dba_hist_sga,                   -1,                   -1,         429496729600
aupp-hroradb-f9exx1, PRD1219183590, mem, sga_alloc, gv$sgainfo,                    0,                    1,         214748364800
aupp-hroradb-f9exx1, PRD1219183590, mem, sga_alloc, gv$sgainfo,                    0,                    2,         214748364800
aupp-hroradb-f9exx1, PRD1219183590, mem, sga_alloc, gv$sgainfo,                   -1,                   -1,         429496729600
aupp-hroradb-f9exx1, PRD1219183590, mem, pga_alloc, dba_hist_pgastat,                    1,                    0,           7123728384
aupp-hroradb-f9exx1, PRD1219183590, mem, pga_alloc, dba_hist_pgastat,                    2,                    0,          11466424320
aupp-hroradb-f9exx1, PRD1219183590, mem, pga_alloc, dba_hist_pgastat,                   -1,                   -1,          18590152704
aupp-hroradb-f9exx1, PRD1219183590, mem, pga_alloc, gv$pgastat,                    0,                    1,           7123728384
aupp-hroradb-f9exx1, PRD1219183590, mem, pga_alloc, gv$pgastat,                    0,                    2,          11466424320
aupp-hroradb-f9exx1, PRD1219183590, mem, pga_alloc, gv$pgastat,                   -1,                   -1,          18590152704
aupp-hroradb-f9exx1, PRD1219183590, mem, sga_max_size                                                                    , gv$system_parameter,                   -1,                   -1,         429496729600
