METGROUP, METRIC_ACRONYM  , INST, END_DATE            , VALUE
IC      , GESMS           , 2   , 2020-11-05T16:30:37 , 96014851
IC      , GESMS           , 2   , 2020-11-05T17:00:40 , 96049378
IC      , GESMS           , 2   , 2020-11-05T17:30:43 , 96074680
IC      , GESMS           , 2   , 2020-11-05T18:00:46 , 96400050
IC      , GESMS           , 2   , 2020-11-05T18:30:48 , 96928753
IC      , GESMS           , 2   , 2020-11-05T19:00:51 , 97360971
IC      , GESMS           , 2   , 2020-11-05T19:30:02 , 98166463
IC      , GESMS           , 2   , 2020-11-05T20:00:06 , 98668227
IC      , GESMS           , 2   , 2020-11-05T20:30:09 , 99021721
IC      , GESMS           , 2   , 2020-11-05T21:00:01 , 99041765
IC      , GESMS           , 2   , 2020-11-05T21:30:03 , 99058638
IC      , GESMS           , 2   , 2020-11-05T22:00:06 , 99127327
IC      , GESMS           , 2   , 2020-11-05T22:30:09 , 99218078
IC      , GESMS           , 2   , 2020-11-05T23:00:12 , 99265886
IC      , GESMS           , 2   , 2020-11-05T23:30:15 , 99312573
IC      , GESMS           , 2   , 2020-11-06T00:00:17 , 99343144
IC      , GESMS           , 2   , 2020-11-06T00:30:20 , 99362540
IC      , GESMS           , 2   , 2020-11-06T01:00:22 , 99379227
IC      , GESMS           , 2   , 2020-11-06T01:30:25 , 99404424
IC      , GESMS           , 2   , 2020-11-06T02:00:27 , 99420033
IC      , GESMS           , 2   , 2020-11-06T02:30:30 , 99522379
IC      , GESMS           , 2   , 2020-11-06T03:00:33 , 99554251
IC      , GESMS           , 2   , 2020-11-06T03:30:36 , 99586380
IC      , GESMS           , 2   , 2020-11-06T04:00:38 , 99615030
IC      , GESMS           , 2   , 2020-11-06T04:30:41 , 100081380
IC      , GESMS           , 2   , 2020-11-06T05:00:44 , 100097697
IC      , GESMS           , 2   , 2020-11-06T05:30:46 , 100116307
IC      , GESMS           , 2   , 2020-11-06T06:00:00 , 100136933
IC      , GESMS           , 2   , 2020-11-06T06:30:03 , 100172418
IC      , GESMS           , 2   , 2020-11-06T07:00:07 , 100201730
IC      , GESMS           , 2   , 2020-11-06T07:30:10 , 100226341
IC      , GESMS           , 2   , 2020-11-06T08:00:13 , 100298760
IC      , GESMS           , 2   , 2020-11-06T08:30:02 , 100371338
IC      , GESMS           , 2   , 2020-11-06T09:00:05 , 100435131
IC      , GESMS           , 2   , 2020-11-06T09:30:08 , 100492163
IC      , GESMS           , 2   , 2020-11-06T10:00:10 , 100544318
IC      , GESMS           , 2   , 2020-11-06T10:30:13 , 100579668
IC      , GESMS           , 2   , 2020-11-06T11:00:16 , 100612226
IC      , GCSMR           , 1   , 2020-10-29T12:00:49 , 824329698
IC      , GCSMR           , 1   , 2020-10-29T12:30:51 , 824954866
IC      , GCSMR           , 1   , 2020-10-29T13:00:54 , 826232237
IC      , GCSMR           , 1   , 2020-10-29T13:30:02 , 827309129
IC      , GCSMR           , 1   , 2020-10-29T14:00:05 , 829622922
IC      , GCSMR           , 1   , 2020-10-29T14:30:01 , 830479661
IC      , GCSMR           , 1   , 2020-10-29T15:00:03 , 831906317
IC      , GCSMR           , 1   , 2020-10-29T15:30:06 , 832697164
IC      , GCSMR           , 1   , 2020-10-29T16:00:08 , 833020109
IC      , GCSMR           , 1   , 2020-10-29T16:30:11 , 833134223
IC      , GCSMR           , 1   , 2020-10-29T17:00:13 , 833263668
IC      , GCSMR           , 1   , 2020-10-29T17:30:16 , 833753990
IC      , GCSMR           , 1   , 2020-10-29T18:00:18 , 834062984
IC      , GCSMR           , 1   , 2020-10-29T18:30:20 , 834788151
IC      , GCSMR           , 1   , 2020-10-29T19:00:23 , 836818824
IC      , GCSMR           , 1   , 2020-10-29T19:30:25 , 838350239
IC      , GCSMR           , 1   , 2020-10-29T20:00:28 , 839174359
IC      , GCSMR           , 1   , 2020-10-29T20:30:31 , 839871565
IC      , GCSMR           , 1   , 2020-10-29T21:00:33 , 840606736
IC      , GCSMR           , 1   , 2020-10-29T21:30:35 , 841311432
IC      , GCSMR           , 1   , 2020-10-29T22:00:38 , 841743940
IC      , GCSMR           , 1   , 2020-10-29T22:30:40 , 847143562
IC      , GCSMR           , 1   , 2020-10-29T23:00:43 , 852071156
IC      , GCSMR           , 1   , 2020-10-29T23:30:00 , 852972787
IC      , GCSMR           , 1   , 2020-10-30T00:00:03 , 855533331
IC      , GCSMR           , 1   , 2020-10-30T00:30:05 , 856611489
IC      , GCSMR           , 1   , 2020-10-30T01:00:07 , 856788031
IC      , GCSMR           , 1   , 2020-10-30T01:30:10 , 857107015
IC      , GCSMR           , 1   , 2020-10-30T02:00:12 , 857220885
IC      , GCSMR           , 1   , 2020-10-30T02:30:00 , 857763335
IC      , GCSMR           , 1   , 2020-10-30T03:00:03 , 857852142
IC      , GCSMR           , 1   , 2020-10-30T03:30:05 , 858430855
IC      , GCSMR           , 1   , 2020-10-30T04:00:08 , 858492362
IC      , GCSMR           , 1   , 2020-10-30T04:30:10 , 858584632
IC      , GCSMR           , 1   , 2020-10-30T05:00:13 , 859126079
IC      , GCSMR           , 1   , 2020-10-30T05:30:15 , 872017242
IC      , GCSMR           , 1   , 2020-10-30T06:00:18 , 872660436
IC      , GCSMR           , 1   , 2020-10-30T06:30:21 , 875377531
IC      , GCSMR           , 1   , 2020-10-30T07:00:23 , 877847159
IC      , GCSMR           , 1   , 2020-10-30T07:30:26 , 878754973
IC      , GCSMR           , 1   , 2020-10-30T08:00:28 , 879152083
IC      , GCSMR           , 1   , 2020-10-30T08:30:31 , 880253410
IC      , GCSMR           , 1   , 2020-10-30T09:00:33 , 880550957
IC      , GCSMR           , 1   , 2020-10-30T09:30:36 , 880982311
IC      , GCSMR           , 1   , 2020-10-30T10:00:38 , 882566374
IC      , GCSMR           , 1   , 2020-10-30T10:30:41 , 883276482
IC      , GCSMR           , 1   , 2020-10-30T11:00:43 , 884456318
IC      , GCSMR           , 1   , 2020-10-30T11:30:46 , 885748892
IC      , GCSMR           , 1   , 2020-10-30T12:00:01 , 886662610
IC      , GCSMR           , 1   , 2020-10-30T12:30:03 , 888495361
IC      , GCSMR           , 1   , 2020-10-30T13:00:06 , 890107932
IC      , GCSMR           , 1   , 2020-10-30T13:30:09 , 890810608
IC      , GCSMR           , 1   , 2020-10-30T14:00:11 , 891342417
IC      , GCSMR           , 1   , 2020-10-30T14:30:01 , 891897093
IC      , GCSMR           , 1   , 2020-10-30T15:00:03 , 895015146
IC      , GCSMR           , 1   , 2020-10-30T15:30:05 , 897482713
IC      , GCSMR           , 1   , 2020-10-30T16:00:07 , 897675330
IC      , GCSMR           , 1   , 2020-10-30T16:30:10 , 897786855
IC      , GCSMR           , 1   , 2020-10-30T17:00:12 , 898573523
IC      , GCSMR           , 1   , 2020-10-30T17:30:15 , 899406511
IC      , GCSMR           , 1   , 2020-10-30T18:00:17 , 901638780
IC      , GCSMR           , 1   , 2020-10-30T18:30:19 , 902506655
IC      , GCSMR           , 1   , 2020-10-30T19:00:22 , 904867227
IC      , GCSMR           , 1   , 2020-10-30T19:30:24 , 906099996
IC      , GCSMR           , 1   , 2020-10-30T20:00:27 , 906848082
IC      , GCSMR           , 1   , 2020-10-30T20:30:30 , 907294589
IC      , GCSMR           , 1   , 2020-10-30T21:00:33 , 908366533
IC      , GCSMR           , 1   , 2020-10-30T21:30:36 , 908750370
IC      , GCSMR           , 1   , 2020-10-30T22:00:39 , 909133556
IC      , GCSMR           , 1   , 2020-10-30T22:30:00 , 909817550
IC      , GCSMR           , 1   , 2020-10-30T23:00:03 , 913838463
IC      , GCSMR           , 1   , 2020-10-30T23:30:05 , 916248177
IC      , GCSMR           , 1   , 2020-10-31T00:00:07 , 918395335
IC      , GCSMR           , 1   , 2020-10-31T00:30:10 , 919694328
IC      , GCSMR           , 1   , 2020-10-31T01:00:12 , 920757325
IC      , GCSMR           , 1   , 2020-10-31T01:30:15 , 925324673
IC      , GCSMR           , 1   , 2020-10-31T02:00:00 , 925934587
IC      , GCSMR           , 1   , 2020-10-31T02:30:03 , 926424516
IC      , GCSMR           , 1   , 2020-10-31T03:00:05 , 926473141
IC      , GCSMR           , 1   , 2020-10-31T03:30:08 , 929955130
IC      , GCSMR           , 1   , 2020-10-31T04:00:10 , 930358506
IC      , GCSMR           , 1   , 2020-10-31T04:30:13 , 930397540
IC      , GCSMR           , 1   , 2020-10-31T05:00:15 , 930934925
IC      , GCSMR           , 1   , 2020-10-31T05:30:18 , 938639746
IC      , GCSMR           , 1   , 2020-10-31T06:00:20 , 940124809
IC      , GCSMR           , 1   , 2020-10-31T06:30:23 , 942677448
IC      , GCSMR           , 1   , 2020-10-31T07:00:26 , 943525105
IC      , GCSMR           , 1   , 2020-10-31T07:30:29 , 945521611
IC      , GCSMR           , 1   , 2020-10-31T08:00:31 , 945710103
IC      , GCSMR           , 1   , 2020-10-31T08:30:34 , 945877584
IC      , GCSMR           , 1   , 2020-10-31T09:00:36 , 945966416
IC      , GCSMR           , 1   , 2020-10-31T09:30:38 , 946176403
IC      , GCSMR           , 1   , 2020-10-31T10:00:41 , 946240774
IC      , GCSMR           , 1   , 2020-10-31T10:30:43 , 946351849
IC      , GCSMR           , 1   , 2020-10-31T11:00:01 , 946459477
IC      , GCSMR           , 1   , 2020-10-31T11:30:03 , 946536504
IC      , GCSMR           , 1   , 2020-10-31T12:00:05 , 946630649
IC      , GCSMR           , 1   , 2020-10-31T12:30:08 , 946738493
IC      , GCSMR           , 1   , 2020-10-31T13:00:10 , 946996563
IC      , GCSMR           , 1   , 2020-10-31T13:30:13 , 948895487
IC      , GCSMR           , 1   , 2020-10-31T14:00:01 , 949795821
IC      , GCSMR           , 1   , 2020-10-31T14:30:04 , 950561986
IC      , GCSMR           , 1   , 2020-10-31T15:00:07 , 950868368
IC      , GCSMR           , 1   , 2020-10-31T15:30:10 , 950925593
IC      , GCSMR           , 1   , 2020-10-31T16:00:12 , 950960068
IC      , GCSMR           , 1   , 2020-10-31T16:30:14 , 951021882
IC      , GCSMR           , 1   , 2020-10-31T17:00:16 , 951614378
IC      , GCSMR           , 1   , 2020-10-31T17:30:19 , 951878312
IC      , GCSMR           , 1   , 2020-10-31T18:00:21 , 951930977
IC      , GCSMR           , 1   , 2020-10-31T18:30:23 , 952764869
IC      , GCSMR           , 1   , 2020-10-31T19:00:26 , 956482771
IC      , GCSMR           , 1   , 2020-10-31T19:30:32 , 959921356
IC      , GCSMR           , 1   , 2020-10-31T20:00:37 , 962505566
IC      , GCSMR           , 1   , 2020-10-31T20:30:40 , 965956304
IC      , GCSMR           , 1   , 2020-10-31T21:00:45 , 969923106
IC      , GCSMR           , 1   , 2020-10-31T21:30:49 , 973078864
IC      , GCSMR           , 1   , 2020-10-31T22:00:51 , 973228194
IC      , GCSMR           , 1   , 2020-10-31T22:30:53 , 973406572
IC      , GCSMR           , 1   , 2020-10-31T23:00:56 , 974566813
IC      , GCSMR           , 1   , 2020-10-31T23:30:01 , 974663095
IC      , GCSMR           , 1   , 2020-11-01T00:00:01 , 975257676
IC      , GCSMR           , 1   , 2020-11-01T00:30:04 , 976122262
IC      , GCSMR           , 1   , 2020-11-01T01:00:07 , 976277450
IC      , GCSMR           , 1   , 2020-11-01T01:00:12 , 977991700
IC      , GCSMR           , 1   , 2020-11-01T01:30:10 , 977939607
IC      , GCSMR           , 1   , 2020-11-01T01:30:14 , 978054661
IC      , GCSMR           , 1   , 2020-11-01T02:00:17 , 978166886
IC      , GCSMR           , 1   , 2020-11-01T02:30:19 , 978367941
IC      , GCSMR           , 1   , 2020-11-01T03:00:22 , 978388167
IC      , GCSMR           , 1   , 2020-11-01T03:30:24 , 981636117
IC      , GCSMR           , 1   , 2020-11-01T04:00:26 , 983430101
IC      , GCSMR           , 1   , 2020-11-01T04:30:29 , 994381236
IC      , GCSMR           , 1   , 2020-11-01T05:00:33 , 996279131
IC      , GCSMR           , 1   , 2020-11-01T05:30:37 , 998410276
IC      , GCSMR           , 1   , 2020-11-01T06:00:40 , 1000748670
IC      , GCSMR           , 1   , 2020-11-01T06:30:43 , 1005899901
IC      , GCSMR           , 1   , 2020-11-01T07:00:46 , 1007624930
IC      , GCSMR           , 1   , 2020-11-01T07:30:49 , 1008850281
IC      , GCSMR           , 1   , 2020-11-01T08:00:51 , 1009277340
IC      , GCSMR           , 1   , 2020-11-01T08:30:53 , 1009397474
IC      , GCSMR           , 1   , 2020-11-01T09:00:56 , 1009501622
IC      , GCSMR           , 1   , 2020-11-01T09:30:58 , 1009836131
IC      , GCSMR           , 1   , 2020-11-01T10:00:00 , 1009932867
IC      , GCSMR           , 1   , 2020-11-01T10:30:03 , 1009978085
IC      , GCSMR           , 1   , 2020-11-01T11:00:05 , 1010043579
IC      , GCSMR           , 1   , 2020-11-01T11:30:07 , 1010116068
IC      , GCSMR           , 1   , 2020-11-01T12:00:09 , 1010325958
IC      , GCSMR           , 1   , 2020-11-01T12:30:12 , 1010339920
IC      , GCSMR           , 1   , 2020-11-01T13:00:14 , 1010357549
IC      , GCSMR           , 1   , 2020-11-01T13:30:16 , 1010629067
IC      , GCSMR           , 1   , 2020-11-01T14:00:19 , 1010932273
IC      , GCSMR           , 1   , 2020-11-01T14:30:21 , 1011355283
IC      , GCSMR           , 1   , 2020-11-01T15:00:23 , 1011381063
IC      , GCSMR           , 1   , 2020-11-01T15:30:26 , 1011423086
IC      , GCSMR           , 1   , 2020-11-01T16:00:28 , 1011441216
IC      , GCSMR           , 1   , 2020-11-01T16:30:30 , 1011461924
IC      , GCSMR           , 1   , 2020-11-01T17:00:33 , 1011960068
IC      , GCSMR           , 1   , 2020-11-01T17:30:35 , 1012262335
IC      , GCSMR           , 1   , 2020-11-01T18:00:37 , 1014907697
IC      , GCSMR           , 1   , 2020-11-01T18:30:40 , 1018024600
IC      , GCSMR           , 1   , 2020-11-01T19:00:42 , 1019790022
IC      , GCSMR           , 1   , 2020-11-01T19:30:45 , 1021617570
IC      , GCSMR           , 1   , 2020-11-01T20:00:03 , 1024472934
IC      , GCSMR           , 1   , 2020-11-01T20:30:06 , 1025503550
IC      , GCSMR           , 1   , 2020-11-01T21:00:08 , 1025621853
IC      , GCSMR           , 1   , 2020-11-01T21:30:11 , 1025913966
IC      , GCSMR           , 1   , 2020-11-01T22:00:14 , 1029021758
IC      , GCSMR           , 1   , 2020-11-01T22:30:16 , 1032145682
IC      , GCSMR           , 1   , 2020-11-01T23:00:01 , 1035842393
IC      , GCSMR           , 1   , 2020-11-01T23:30:04 , 1037863571
IC      , GCSMR           , 1   , 2020-11-02T00:00:06 , 1039190516
IC      , GCSMR           , 1   , 2020-11-02T00:30:09 , 1040201213
IC      , GCSMR           , 1   , 2020-11-02T01:00:11 , 1041458994
IC      , GCSMR           , 1   , 2020-11-02T01:30:13 , 1042308626
IC      , GCSMR           , 1   , 2020-11-02T02:00:16 , 1042511025
IC      , GCSMR           , 1   , 2020-11-02T02:30:18 , 1043822101
IC      , GCSMR           , 1   , 2020-11-02T03:00:20 , 1044421638
IC      , GCSMR           , 1   , 2020-11-02T03:30:23 , 1046835439
IC      , GCSMR           , 1   , 2020-11-02T04:00:26 , 1050799122
IC      , GCSMR           , 1   , 2020-11-02T04:30:29 , 1059004094
IC      , GCSMR           , 1   , 2020-11-02T05:00:32 , 1061246167
IC      , GCSMR           , 1   , 2020-11-02T05:30:34 , 1063430348
IC      , GCSMR           , 1   , 2020-11-02T06:00:37 , 1065109183
IC      , GCSMR           , 1   , 2020-11-02T06:30:01 , 1067739470
IC      , GCSMR           , 1   , 2020-11-02T07:00:04 , 1068138808
IC      , GCSMR           , 1   , 2020-11-02T07:30:06 , 1068952520
IC      , GCSMR           , 1   , 2020-11-02T08:00:09 , 1069316817
IC      , GCSMR           , 1   , 2020-11-02T08:30:11 , 1070168124
IC      , GCSMR           , 1   , 2020-11-02T09:00:14 , 1070687297
IC      , GCSMR           , 1   , 2020-11-02T09:30:16 , 1070892528
IC      , GCSMR           , 1   , 2020-11-02T10:00:19 , 1071324054
IC      , GCSMR           , 1   , 2020-11-02T10:30:21 , 1072361173
IC      , GCSMR           , 1   , 2020-11-02T11:00:01 , 1073947837
IC      , GCSMR           , 1   , 2020-11-02T11:30:03 , 1075476042
IC      , GCSMR           , 1   , 2020-11-02T12:00:06 , 1076643118
IC      , GCSMR           , 1   , 2020-11-02T12:30:08 , 1077988698
IC      , GCSMR           , 1   , 2020-11-02T13:00:11 , 1078466916
IC      , GCSMR           , 1   , 2020-11-02T13:30:13 , 1078601377
IC      , GCSMR           , 1   , 2020-11-02T14:00:16 , 1078764089
IC      , GCSMR           , 1   , 2020-11-02T14:30:18 , 1079040673
IC      , GCSMR           , 1   , 2020-11-02T15:00:21 , 1079272290
IC      , GCSMR           , 1   , 2020-11-02T15:30:23 , 1079404234
IC      , GCSMR           , 1   , 2020-11-02T16:00:25 , 1079797185
IC      , GCSMR           , 1   , 2020-11-02T16:30:28 , 1081254806
IC      , GCSMR           , 1   , 2020-11-02T17:00:30 , 1081795932
IC      , GCSMR           , 1   , 2020-11-02T17:30:33 , 1082322978
IC      , GCSMR           , 1   , 2020-11-02T18:00:35 , 1084654383
IC      , GCSMR           , 1   , 2020-11-02T18:30:04 , 1087246766
IC      , GCSMR           , 1   , 2020-11-02T19:00:10 , 1090341721
IC      , GCSMR           , 1   , 2020-11-02T19:30:13 , 1092860971
IC      , GCSMR           , 1   , 2020-11-02T20:00:18 , 1094850843
IC      , GCSMR           , 1   , 2020-11-02T20:30:21 , 1096072703
IC      , GCSMR           , 1   , 2020-11-02T21:00:23 , 1096340469
IC      , GCSMR           , 1   , 2020-11-02T21:30:26 , 1096831841
IC      , GCSMR           , 1   , 2020-11-02T22:00:29 , 1097803597
IC      , GCSMR           , 1   , 2020-11-02T22:30:31 , 1098698031
IC      , GCSMR           , 1   , 2020-11-02T23:00:34 , 1099400541
IC      , GCSMR           , 1   , 2020-11-02T23:30:02 , 1100608338
IC      , GCSMR           , 1   , 2020-11-03T00:00:04 , 1102380728
IC      , GCSMR           , 1   , 2020-11-03T00:30:06 , 1103092618
IC      , GCSMR           , 1   , 2020-11-03T01:00:09 , 1103413819
IC      , GCSMR           , 1   , 2020-11-03T01:30:11 , 1104265933
IC      , GCSMR           , 1   , 2020-11-03T02:00:14 , 1104378429
IC      , GCSMR           , 1   , 2020-11-03T02:30:16 , 1105407820
IC      , GCSMR           , 1   , 2020-11-03T03:00:18 , 1106073470
IC      , GCSMR           , 1   , 2020-11-03T03:30:22 , 1108965656
IC      , GCSMR           , 1   , 2020-11-03T04:00:01 , 1112539329
IC      , GCSMR           , 1   , 2020-11-03T04:30:04 , 1122207093
IC      , GCSMR           , 1   , 2020-11-03T05:00:07 , 1124431836
IC      , GCSMR           , 1   , 2020-11-03T05:30:10 , 1125822750
IC      , GCSMR           , 1   , 2020-11-03T06:00:12 , 1126559543
IC      , GCSMR           , 1   , 2020-11-03T06:30:16 , 1127745747
IC      , GCSMR           , 1   , 2020-11-03T07:00:18 , 1129338093
IC      , GCSMR           , 1   , 2020-11-03T07:30:21 , 1131309713
IC      , GCSMR           , 1   , 2020-11-03T08:00:24 , 1132127509
IC      , GCSMR           , 1   , 2020-11-03T08:30:26 , 1132905085
IC      , GCSMR           , 1   , 2020-11-03T09:00:29 , 1133423491
IC      , GCSMR           , 1   , 2020-11-03T09:30:32 , 1133702884
IC      , GCSMR           , 1   , 2020-11-03T10:00:35 , 1134645597
IC      , GCSMR           , 1   , 2020-11-03T10:30:37 , 1136387421
IC      , GCSMR           , 1   , 2020-11-03T11:00:40 , 1137708065
IC      , GCSMR           , 1   , 2020-11-03T11:30:02 , 1138798064
IC      , GCSMR           , 1   , 2020-11-03T12:00:04 , 1139114701
IC      , GCSMR           , 1   , 2020-11-03T12:30:07 , 1140075366
IC      , GCSMR           , 1   , 2020-11-03T13:00:09 , 1140769852
IC      , GCSMR           , 1   , 2020-11-03T13:30:12 , 1140910466
IC      , GCSMR           , 1   , 2020-11-03T14:00:14 , 1141107128
IC      , GCSMR           , 1   , 2020-11-03T14:30:16 , 1141472625
IC      , GCSMR           , 1   , 2020-11-03T15:00:19 , 1141827683
IC      , GCSMR           , 1   , 2020-11-03T15:30:02 , 1142078009
IC      , GCSMR           , 1   , 2020-11-03T16:00:05 , 1142856329
IC      , GCSMR           , 1   , 2020-11-03T16:30:08 , 1143209291
IC      , GCSMR           , 1   , 2020-11-03T17:00:10 , 1144114763
IC      , GCSMR           , 1   , 2020-11-03T17:30:12 , 1144574009
IC      , GCSMR           , 1   , 2020-11-03T18:00:15 , 1145157136
IC      , GCSMR           , 1   , 2020-11-03T18:30:18 , 1146954970
IC      , GCSMR           , 1   , 2020-11-03T19:00:21 , 1148893897
IC      , GCSMR           , 1   , 2020-11-03T19:30:23 , 1150520269
IC      , GCSMR           , 1   , 2020-11-03T20:00:26 , 1151450026
IC      , GCSMR           , 1   , 2020-11-03T20:30:28 , 1152175722
IC      , GCSMR           , 1   , 2020-11-03T21:00:31 , 1152634654
IC      , GCSMR           , 1   , 2020-11-03T21:30:02 , 1153026628
IC      , GCSMR           , 1   , 2020-11-03T22:00:04 , 1156937713
IC      , GCSMR           , 1   , 2020-11-03T22:30:07 , 1161026655
IC      , GCSMR           , 1   , 2020-11-03T23:00:09 , 1166960123
IC      , GCSMR           , 1   , 2020-11-03T23:30:11 , 1170097244
IC      , GCSMR           , 1   , 2020-11-04T00:00:14 , 1171972249
IC      , GCSMR           , 1   , 2020-11-04T00:30:16 , 1172971654
IC      , GCSMR           , 1   , 2020-11-04T01:00:19 , 1173607522
IC      , GCSMR           , 1   , 2020-11-04T01:30:21 , 1173836545
IC      , GCSMR           , 1   , 2020-11-04T02:00:23 , 1173889749
IC      , GCSMR           , 1   , 2020-11-04T02:30:26 , 1175060725
IC      , GCSMR           , 1   , 2020-11-04T03:00:03 , 1175582894
IC      , GCSMR           , 1   , 2020-11-04T03:30:06 , 1176296598
IC      , GCSMR           , 1   , 2020-11-04T04:00:08 , 1176769953
IC      , GCSMR           , 1   , 2020-11-04T04:30:11 , 1184225865
IC      , GCSMR           , 1   , 2020-11-04T05:00:13 , 1185020721
IC      , GCSMR           , 1   , 2020-11-04T05:30:16 , 1185118300
IC      , GCSMR           , 1   , 2020-11-04T06:00:18 , 1185397204
IC      , GCSMR           , 1   , 2020-11-04T06:30:21 , 1186081950
IC      , GCSMR           , 1   , 2020-11-04T07:00:24 , 1186749907
IC      , GCSMR           , 1   , 2020-11-04T07:30:27 , 1187208978
IC      , GCSMR           , 1   , 2020-11-04T08:00:29 , 1187757227
IC      , GCSMR           , 1   , 2020-11-04T08:30:32 , 1188241785
IC      , GCSMR           , 1   , 2020-11-04T09:00:35 , 1189103328
IC      , GCSMR           , 1   , 2020-11-04T09:30:02 , 1189503100
IC      , GCSMR           , 1   , 2020-11-04T10:00:04 , 1190163784
IC      , GCSMR           , 1   , 2020-11-04T10:30:07 , 1190527426
IC      , GCSMR           , 1   , 2020-11-04T11:00:09 , 1191470971
IC      , GCSMR           , 1   , 2020-11-04T11:30:11 , 1192177054
IC      , GCSMR           , 1   , 2020-11-04T12:00:14 , 1193188374
IC      , GCSMR           , 1   , 2020-11-04T12:30:16 , 1193557218
IC      , GCSMR           , 1   , 2020-11-04T13:00:18 , 1193998160
IC      , GCSMR           , 1   , 2020-11-04T13:30:21 , 1194324085
IC      , GCSMR           , 1   , 2020-11-04T14:00:02 , 1194594364
IC      , GCSMR           , 1   , 2020-11-04T14:30:05 , 1195392804
IC      , GCSMR           , 1   , 2020-11-04T15:00:08 , 1196215170
IC      , GCSMR           , 1   , 2020-11-04T15:30:10 , 1196489514
IC      , GCSMR           , 1   , 2020-11-04T16:00:13 , 1196922720
IC      , GCSMR           , 1   , 2020-11-04T16:30:16 , 1198450503
IC      , GCSMR           , 1   , 2020-11-04T17:00:18 , 1198800366
IC      , GCSMR           , 1   , 2020-11-04T17:30:21 , 1198889350
IC      , GCSMR           , 1   , 2020-11-04T18:00:24 , 1202289833
IC      , GCSMR           , 1   , 2020-11-04T18:30:29 , 1205863017
IC      , GCSMR           , 1   , 2020-11-04T19:00:34 , 1209760285
IC      , GCSMR           , 1   , 2020-11-04T19:30:38 , 1215130123
IC      , GCSMR           , 1   , 2020-11-04T20:00:42 , 1218772556
IC      , GCSMR           , 1   , 2020-11-04T20:30:45 , 1221813100
IC      , GCSMR           , 1   , 2020-11-04T21:00:48 , 1222205037
IC      , GCSMR           , 1   , 2020-11-04T21:30:01 , 1222619635
IC      , GCSMR           , 1   , 2020-11-04T22:00:04 , 1225553729
IC      , GCSMR           , 1   , 2020-11-04T22:30:06 , 1229137779
IC      , GCSMR           , 1   , 2020-11-04T23:00:09 , 1231938715
IC      , GCSMR           , 1   , 2020-11-04T23:30:02 , 1235122713
IC      , GCSMR           , 1   , 2020-11-05T00:00:05 , 1236578012
IC      , GCSMR           , 1   , 2020-11-05T00:30:07 , 1237556817
IC      , GCSMR           , 1   , 2020-11-05T01:00:10 , 1237977696
IC      , GCSMR           , 1   , 2020-11-05T01:30:13 , 1238325173
IC      , GCSMR           , 1   , 2020-11-05T02:00:16 , 1238464720
IC      , GCSMR           , 1   , 2020-11-05T02:30:19 , 1239187566
IC      , GCSMR           , 1   , 2020-11-05T03:00:22 , 1239560994
IC      , GCSMR           , 1   , 2020-11-05T03:30:25 , 1239757072
IC      , GCSMR           , 1   , 2020-11-05T04:00:28 , 1240514447
IC      , GCSMR           , 1   , 2020-11-05T04:30:31 , 1245961191
IC      , GCSMR           , 1   , 2020-11-05T05:00:33 , 1246438833
IC      , GCSMR           , 1   , 2020-11-05T05:30:37 , 1246532819
IC      , GCSMR           , 1   , 2020-11-05T06:00:40 , 1247141782
IC      , GCSMR           , 1   , 2020-11-05T06:30:43 , 1249838199
IC      , GCSMR           , 1   , 2020-11-05T07:00:46 , 1250710063
IC      , GCSMR           , 1   , 2020-11-05T07:30:49 , 1252161750
IC      , GCSMR           , 1   , 2020-11-05T08:00:51 , 1252941370
IC      , GCSMR           , 1   , 2020-11-05T08:30:54 , 1253707074
IC      , GCSMR           , 1   , 2020-11-05T09:00:00 , 1254347269
IC      , GCSMR           , 1   , 2020-11-05T09:30:02 , 1254668871
IC      , GCSMR           , 1   , 2020-11-05T10:00:03 , 1254929207
IC      , GCSMR           , 1   , 2020-11-05T10:30:05 , 1255803405
IC      , GCSMR           , 1   , 2020-11-05T11:00:08 , 1256271335
IC      , GCSMR           , 1   , 2020-11-05T11:30:11 , 1256729541
IC      , GCSMR           , 1   , 2020-11-05T12:00:13 , 1256911096
IC      , GCSMR           , 1   , 2020-11-05T12:30:16 , 1257404672
IC      , GCSMR           , 1   , 2020-11-05T13:00:19 , 1257768941
IC      , GCSMR           , 1   , 2020-11-05T13:30:21 , 1258005929
IC      , GCSMR           , 1   , 2020-11-05T14:00:24 , 1258375552
IC      , GCSMR           , 1   , 2020-11-05T14:30:26 , 1258538935
IC      , GCSMR           , 1   , 2020-11-05T15:00:29 , 1258951975
IC      , GCSMR           , 1   , 2020-11-05T15:30:31 , 1259221753
IC      , GCSMR           , 1   , 2020-11-05T16:00:34 , 1259629189
IC      , GCSMR           , 1   , 2020-11-05T16:30:37 , 1260684654
IC      , GCSMR           , 1   , 2020-11-05T17:00:40 , 1261494722
IC      , GCSMR           , 1   , 2020-11-05T17:30:43 , 1261964191
IC      , GCSMR           , 1   , 2020-11-05T18:00:46 , 1264434200
IC      , GCSMR           , 1   , 2020-11-05T18:30:48 , 1268615721
IC      , GCSMR           , 1   , 2020-11-05T19:00:51 , 1271338596
IC      , GCSMR           , 1   , 2020-11-05T19:30:02 , 1273760741
IC      , GCSMR           , 1   , 2020-11-05T20:00:06 , 1276692173
