METGROUP, METRIC_ACRONYM  , INST, END_DATE            , VALUE
CPU     , CPU             , 1   , 2020-11-03T04:24:44 , 1
CPU     , CPU             , 1   , 2020-11-03T04:26:14 , 1
CPU     , CPU             , 1   , 2020-11-03T04:27:14 , 1
CPU     , CPU             , 1   , 2020-11-03T04:27:34 , 1
CPU     , CPU             , 1   , 2020-11-03T04:28:15 , 1
CPU     , CPU             , 1   , 2020-11-03T04:32:56 , 1
CPU     , CPU             , 1   , 2020-11-03T04:33:26 , 1
CPU     , CPU             , 1   , 2020-11-03T04:33:46 , 1
CPU     , CPU             , 1   , 2020-11-03T04:33:56 , 1
CPU     , CPU             , 1   , 2020-11-03T04:38:47 , 1
CPU     , CPU             , 1   , 2020-11-03T04:44:39 , 1
CPU     , CPU             , 1   , 2020-11-03T04:49:21 , 2
CPU     , CPU             , 1   , 2020-11-03T04:51:51 , 1
CPU     , CPU             , 1   , 2020-11-03T04:52:01 , 1
CPU     , CPU             , 1   , 2020-11-03T04:52:11 , 1
CPU     , CPU             , 1   , 2020-11-03T04:53:22 , 1
CPU     , CPU             , 1   , 2020-11-03T04:58:03 , 1
CPU     , CPU             , 1   , 2020-11-03T04:59:33 , 1
CPU     , CPU             , 1   , 2020-11-03T05:00:04 , 1
CPU     , CPU             , 1   , 2020-11-03T05:01:44 , 1
CPU     , CPU             , 1   , 2020-11-03T05:03:24 , 1
CPU     , CPU             , 1   , 2020-11-03T05:03:44 , 1
CPU     , CPU             , 1   , 2020-11-03T05:04:15 , 1
CPU     , CPU             , 1   , 2020-11-03T05:04:25 , 1
CPU     , CPU             , 1   , 2020-11-03T05:07:55 , 1
CPU     , CPU             , 1   , 2020-11-03T05:08:36 , 1
CPU     , CPU             , 1   , 2020-11-03T05:08:56 , 1
CPU     , CPU             , 1   , 2020-11-03T05:09:16 , 1
CPU     , CPU             , 1   , 2020-11-03T05:09:46 , 1
CPU     , CPU             , 1   , 2020-11-03T05:10:16 , 1
CPU     , CPU             , 1   , 2020-11-03T05:10:56 , 2
CPU     , CPU             , 1   , 2020-11-03T05:11:27 , 1
CPU     , CPU             , 1   , 2020-11-03T05:33:43 , 1
CPU     , CPU             , 1   , 2020-11-03T05:51:48 , 1
CPU     , CPU             , 1   , 2020-11-03T06:00:10 , 3
CPU     , CPU             , 1   , 2020-11-03T06:00:20 , 1
CPU     , CPU             , 1   , 2020-11-03T06:00:30 , 4
CPU     , CPU             , 1   , 2020-11-03T06:00:40 , 1
CPU     , CPU             , 1   , 2020-11-03T06:00:50 , 4
CPU     , CPU             , 1   , 2020-11-03T06:01:00 , 8
CPU     , CPU             , 1   , 2020-11-03T06:01:10 , 7
CPU     , CPU             , 1   , 2020-11-03T06:01:20 , 7
CPU     , CPU             , 1   , 2020-11-03T06:01:30 , 7
CPU     , CPU             , 1   , 2020-11-03T06:01:40 , 6
CPU     , CPU             , 1   , 2020-11-03T06:01:50 , 6
CPU     , CPU             , 1   , 2020-11-03T06:02:00 , 3
CPU     , CPU             , 1   , 2020-11-03T06:02:10 , 2
CPU     , CPU             , 1   , 2020-11-03T06:02:20 , 4
CPU     , CPU             , 1   , 2020-11-03T06:02:30 , 1
CPU     , CPU             , 1   , 2020-11-03T06:02:51 , 1
CPU     , CPU             , 1   , 2020-11-03T06:03:31 , 1
CPU     , CPU             , 1   , 2020-11-03T06:03:41 , 1
CPU     , CPU             , 1   , 2020-11-03T06:03:51 , 1
CPU     , CPU             , 1   , 2020-11-03T06:04:01 , 4
CPU     , CPU             , 1   , 2020-11-03T06:04:11 , 4
CPU     , CPU             , 1   , 2020-11-03T06:04:21 , 7
CPU     , CPU             , 1   , 2020-11-03T06:04:31 , 4
CPU     , CPU             , 1   , 2020-11-03T06:04:41 , 6
CPU     , CPU             , 1   , 2020-11-03T06:05:01 , 3
CPU     , CPU             , 1   , 2020-11-03T06:05:11 , 3
CPU     , CPU             , 1   , 2020-11-03T06:05:21 , 2
CPU     , CPU             , 1   , 2020-11-03T06:05:32 , 5
CPU     , CPU             , 1   , 2020-11-03T06:05:42 , 1
CPU     , CPU             , 1   , 2020-11-03T06:05:52 , 1
CPU     , CPU             , 1   , 2020-11-03T06:06:02 , 1
CPU     , CPU             , 1   , 2020-11-03T06:06:12 , 1
CPU     , CPU             , 1   , 2020-11-03T06:06:22 , 1
CPU     , CPU             , 1   , 2020-11-03T06:06:32 , 1
CPU     , CPU             , 1   , 2020-11-03T06:06:42 , 1
CPU     , CPU             , 1   , 2020-11-03T06:06:52 , 2
CPU     , CPU             , 1   , 2020-11-03T06:07:02 , 1
CPU     , CPU             , 1   , 2020-11-03T06:07:12 , 1
CPU     , CPU             , 1   , 2020-11-03T06:07:22 , 1
CPU     , CPU             , 1   , 2020-11-03T06:07:32 , 1
CPU     , CPU             , 1   , 2020-11-03T06:07:42 , 1
CPU     , CPU             , 1   , 2020-11-03T06:07:52 , 1
CPU     , CPU             , 1   , 2020-11-03T06:08:02 , 1
CPU     , CPU             , 1   , 2020-11-03T06:08:12 , 2
CPU     , CPU             , 1   , 2020-11-03T06:08:22 , 1
CPU     , CPU             , 1   , 2020-11-03T06:08:32 , 1
CPU     , CPU             , 1   , 2020-11-03T06:08:42 , 1
CPU     , CPU             , 1   , 2020-11-03T06:08:52 , 1
CPU     , CPU             , 1   , 2020-11-03T06:09:02 , 4
CPU     , CPU             , 1   , 2020-11-03T06:09:12 , 3
CPU     , CPU             , 1   , 2020-11-03T06:09:23 , 1
CPU     , CPU             , 1   , 2020-11-03T06:09:33 , 3
CPU     , CPU             , 1   , 2020-11-03T06:09:43 , 4
CPU     , CPU             , 1   , 2020-11-03T06:10:03 , 1
CPU     , CPU             , 1   , 2020-11-03T06:10:13 , 4
CPU     , CPU             , 1   , 2020-11-03T06:10:23 , 6
CPU     , CPU             , 1   , 2020-11-03T06:10:33 , 2
CPU     , CPU             , 1   , 2020-11-03T06:16:14 , 1
CPU     , CPU             , 1   , 2020-11-03T06:16:55 , 1
CPU     , CPU             , 1   , 2020-11-03T06:24:07 , 1
CPU     , CPU             , 1   , 2020-11-03T06:30:19 , 1
CPU     , CPU             , 1   , 2020-11-03T06:31:49 , 1
CPU     , CPU             , 1   , 2020-11-03T06:32:39 , 1
CPU     , CPU             , 1   , 2020-11-03T06:33:39 , 1
CPU     , CPU             , 1   , 2020-11-03T06:35:10 , 1
CPU     , CPU             , 1   , 2020-11-03T06:35:40 , 1
CPU     , CPU             , 1   , 2020-11-03T06:36:31 , 1
CPU     , CPU             , 1   , 2020-11-03T06:37:21 , 1
CPU     , CPU             , 1   , 2020-11-03T06:39:01 , 2
CPU     , CPU             , 1   , 2020-11-03T06:39:52 , 1
CPU     , CPU             , 1   , 2020-11-03T06:50:14 , 1
CPU     , CPU             , 1   , 2020-11-03T06:50:45 , 1
CPU     , CPU             , 1   , 2020-11-03T06:51:15 , 1
CPU     , CPU             , 1   , 2020-11-03T07:02:18 , 3
CPU     , CPU             , 1   , 2020-11-03T07:02:28 , 1
CPU     , CPU             , 1   , 2020-11-03T07:02:38 , 2
CPU     , CPU             , 1   , 2020-11-03T07:02:48 , 1
CPU     , CPU             , 1   , 2020-11-03T07:03:08 , 1
CPU     , CPU             , 1   , 2020-11-03T07:03:18 , 1
CPU     , CPU             , 1   , 2020-11-03T07:15:42 , 1
CPU     , CPU             , 1   , 2020-11-03T07:16:02 , 1
CPU     , CPU             , 1   , 2020-11-03T07:17:12 , 1
CPU     , CPU             , 1   , 2020-11-03T07:21:03 , 1
CPU     , CPU             , 1   , 2020-11-03T07:21:23 , 1
CPU     , CPU             , 1   , 2020-11-03T07:24:54 , 1
CPU     , CPU             , 1   , 2020-11-03T07:25:24 , 1
CPU     , CPU             , 1   , 2020-11-03T07:25:44 , 1
CPU     , CPU             , 1   , 2020-11-03T07:32:06 , 1
CPU     , CPU             , 1   , 2020-11-03T07:38:07 , 1
CPU     , CPU             , 1   , 2020-11-03T07:42:09 , 1
CPU     , CPU             , 1   , 2020-11-03T07:44:09 , 1
CPU     , CPU             , 1   , 2020-11-03T07:44:19 , 1
CPU     , CPU             , 1   , 2020-11-03T07:44:29 , 1
CPU     , CPU             , 1   , 2020-11-03T07:45:00 , 1
CPU     , CPU             , 1   , 2020-11-03T07:45:10 , 1
CPU     , CPU             , 1   , 2020-11-03T07:46:20 , 1
CPU     , CPU             , 1   , 2020-11-03T07:50:31 , 1
CPU     , CPU             , 1   , 2020-11-03T07:51:01 , 1
CPU     , CPU             , 1   , 2020-11-03T07:52:21 , 1
CPU     , CPU             , 1   , 2020-11-03T07:53:01 , 1
CPU     , CPU             , 1   , 2020-11-03T07:53:11 , 1
CPU     , CPU             , 1   , 2020-11-03T08:03:14 , 1
CPU     , CPU             , 1   , 2020-11-03T08:03:34 , 1
CPU     , CPU             , 1   , 2020-11-03T08:03:44 , 1
CPU     , CPU             , 1   , 2020-11-03T08:03:54 , 1
CPU     , CPU             , 1   , 2020-11-03T08:04:14 , 1
CPU     , CPU             , 1   , 2020-11-03T08:04:45 , 1
CPU     , CPU             , 1   , 2020-11-03T08:12:27 , 1
CPU     , CPU             , 1   , 2020-11-03T08:12:37 , 1
CPU     , CPU             , 1   , 2020-11-03T08:14:37 , 1
CPU     , CPU             , 1   , 2020-11-03T08:14:47 , 2
CPU     , CPU             , 1   , 2020-11-03T08:14:58 , 1
CPU     , CPU             , 1   , 2020-11-03T08:16:08 , 1
CPU     , CPU             , 1   , 2020-11-03T08:16:18 , 1
CPU     , CPU             , 1   , 2020-11-03T08:18:28 , 1
CPU     , CPU             , 1   , 2020-11-03T08:18:38 , 1
CPU     , CPU             , 1   , 2020-11-03T08:18:49 , 1
CPU     , CPU             , 1   , 2020-11-03T08:23:40 , 1
CPU     , CPU             , 1   , 2020-11-03T08:23:50 , 1
CPU     , CPU             , 1   , 2020-11-03T08:24:00 , 1
CPU     , CPU             , 1   , 2020-11-03T08:25:01 , 1
CPU     , CPU             , 1   , 2020-11-03T08:25:11 , 1
CPU     , CPU             , 1   , 2020-11-03T08:26:01 , 1
CPU     , CPU             , 1   , 2020-11-03T08:26:31 , 1
CPU     , CPU             , 1   , 2020-11-03T08:26:41 , 1
CPU     , CPU             , 1   , 2020-11-03T08:27:01 , 1
CPU     , CPU             , 1   , 2020-11-03T08:28:11 , 1
CPU     , CPU             , 1   , 2020-11-03T08:28:21 , 2
CPU     , CPU             , 1   , 2020-11-03T08:28:31 , 2
CPU     , CPU             , 1   , 2020-11-03T08:28:51 , 1
CPU     , CPU             , 1   , 2020-11-03T08:29:42 , 1
CPU     , CPU             , 1   , 2020-11-03T08:30:32 , 1
CPU     , CPU             , 1   , 2020-11-03T08:30:42 , 2
CPU     , CPU             , 1   , 2020-11-03T08:32:13 , 1
CPU     , CPU             , 1   , 2020-11-03T08:32:23 , 1
CPU     , CPU             , 1   , 2020-11-03T08:33:13 , 1
CPU     , CPU             , 1   , 2020-11-03T08:33:23 , 1
CPU     , CPU             , 1   , 2020-11-03T08:33:53 , 1
CPU     , CPU             , 1   , 2020-11-03T08:34:53 , 1
CPU     , CPU             , 1   , 2020-11-03T08:35:04 , 1
CPU     , CPU             , 1   , 2020-11-03T08:35:24 , 1
CPU     , CPU             , 1   , 2020-11-03T08:36:34 , 1
CPU     , CPU             , 1   , 2020-11-03T08:36:44 , 2
CPU     , CPU             , 1   , 2020-11-03T08:38:44 , 2
CPU     , CPU             , 1   , 2020-11-03T08:39:14 , 1
CPU     , CPU             , 1   , 2020-11-03T08:40:05 , 1
CPU     , CPU             , 1   , 2020-11-03T08:40:15 , 1
CPU     , CPU             , 1   , 2020-11-03T08:40:45 , 2
CPU     , CPU             , 1   , 2020-11-03T08:41:45 , 1
CPU     , CPU             , 1   , 2020-11-03T08:42:25 , 1
CPU     , CPU             , 1   , 2020-11-03T08:42:35 , 1
CPU     , CPU             , 1   , 2020-11-03T08:42:45 , 1
CPU     , CPU             , 1   , 2020-11-03T08:43:15 , 1
CPU     , CPU             , 1   , 2020-11-03T08:43:25 , 1
CPU     , CPU             , 1   , 2020-11-03T08:43:46 , 1
CPU     , CPU             , 1   , 2020-11-03T08:43:56 , 1
CPU     , CPU             , 1   , 2020-11-03T08:44:06 , 2
CPU     , CPU             , 1   , 2020-11-03T08:44:56 , 1
CPU     , CPU             , 1   , 2020-11-03T08:45:06 , 2
CPU     , CPU             , 1   , 2020-11-03T08:45:56 , 1
CPU     , CPU             , 1   , 2020-11-03T08:50:18 , 1
CPU     , CPU             , 1   , 2020-11-03T08:53:08 , 1
CPU     , CPU             , 1   , 2020-11-03T08:53:18 , 1
CPU     , CPU             , 1   , 2020-11-03T08:54:18 , 1
CPU     , CPU             , 1   , 2020-11-03T08:54:28 , 2
CPU     , CPU             , 1   , 2020-11-03T08:54:48 , 1
CPU     , CPU             , 1   , 2020-11-03T08:55:59 , 1
CPU     , CPU             , 1   , 2020-11-03T08:56:09 , 1
CPU     , CPU             , 1   , 2020-11-03T08:57:49 , 1
CPU     , CPU             , 1   , 2020-11-03T08:59:10 , 1
CPU     , CPU             , 1   , 2020-11-03T09:00:50 , 1
CPU     , CPU             , 1   , 2020-11-03T09:01:00 , 1
CPU     , CPU             , 1   , 2020-11-03T09:01:10 , 2
CPU     , CPU             , 1   , 2020-11-03T09:02:11 , 1
CPU     , CPU             , 1   , 2020-11-03T09:02:31 , 3
CPU     , CPU             , 1   , 2020-11-03T09:02:41 , 3
CPU     , CPU             , 1   , 2020-11-03T09:03:01 , 1
CPU     , CPU             , 1   , 2020-11-03T09:03:11 , 2
CPU     , CPU             , 1   , 2020-11-03T09:04:01 , 1
CPU     , CPU             , 1   , 2020-11-03T09:04:11 , 1
CPU     , CPU             , 1   , 2020-11-03T09:04:31 , 1
CPU     , CPU             , 1   , 2020-11-03T09:04:51 , 1
CPU     , CPU             , 1   , 2020-11-03T09:05:01 , 1
CPU     , CPU             , 1   , 2020-11-03T09:05:42 , 1
CPU     , CPU             , 1   , 2020-11-03T09:08:32 , 1
CPU     , CPU             , 1   , 2020-11-03T09:08:42 , 1
CPU     , CPU             , 1   , 2020-11-03T09:09:12 , 1
CPU     , CPU             , 1   , 2020-11-03T09:10:03 , 1
CPU     , CPU             , 1   , 2020-11-03T09:10:13 , 2
CPU     , CPU             , 1   , 2020-11-03T09:10:33 , 1
CPU     , CPU             , 1   , 2020-11-03T09:10:43 , 2
CPU     , CPU             , 1   , 2020-11-03T09:11:13 , 1
CPU     , CPU             , 1   , 2020-11-03T09:12:23 , 1
CPU     , CPU             , 1   , 2020-11-03T09:13:44 , 1
CPU     , CPU             , 1   , 2020-11-03T09:14:54 , 1
CPU     , CPU             , 1   , 2020-11-03T09:15:04 , 1
CPU     , CPU             , 1   , 2020-11-03T09:15:14 , 1
CPU     , CPU             , 1   , 2020-11-03T09:17:25 , 1
CPU     , CPU             , 1   , 2020-11-03T09:18:55 , 1
CPU     , CPU             , 1   , 2020-11-03T09:19:15 , 1
CPU     , CPU             , 1   , 2020-11-03T09:19:35 , 1
CPU     , CPU             , 1   , 2020-11-03T09:19:45 , 1
CPU     , CPU             , 1   , 2020-11-03T09:21:56 , 1
CPU     , CPU             , 1   , 2020-11-03T09:22:06 , 1
CPU     , CPU             , 1   , 2020-11-03T09:23:06 , 1
CPU     , CPU             , 1   , 2020-11-03T09:24:46 , 1
CPU     , CPU             , 1   , 2020-11-03T09:25:17 , 1
CPU     , CPU             , 1   , 2020-11-03T09:25:57 , 1
CPU     , CPU             , 1   , 2020-11-03T09:26:57 , 1
CPU     , CPU             , 1   , 2020-11-03T09:30:28 , 1
CPU     , CPU             , 1   , 2020-11-03T09:30:58 , 1
CPU     , CPU             , 1   , 2020-11-03T09:31:58 , 1
CPU     , CPU             , 1   , 2020-11-03T09:32:49 , 1
CPU     , CPU             , 1   , 2020-11-03T09:33:19 , 1
CPU     , CPU             , 1   , 2020-11-03T09:33:29 , 2
CPU     , CPU             , 1   , 2020-11-03T09:33:39 , 2
CPU     , CPU             , 1   , 2020-11-03T09:33:49 , 1
CPU     , CPU             , 1   , 2020-11-03T09:36:30 , 1
CPU     , CPU             , 1   , 2020-11-03T09:37:00 , 1
CPU     , CPU             , 1   , 2020-11-03T09:38:20 , 1
CPU     , CPU             , 1   , 2020-11-03T09:39:00 , 2
CPU     , CPU             , 1   , 2020-11-03T09:39:30 , 1
CPU     , CPU             , 1   , 2020-11-03T09:40:00 , 1
CPU     , CPU             , 1   , 2020-11-03T09:40:10 , 2
CPU     , CPU             , 1   , 2020-11-03T09:41:01 , 1
CPU     , CPU             , 1   , 2020-11-03T09:41:11 , 1
CPU     , CPU             , 1   , 2020-11-03T09:42:01 , 1
CPU     , CPU             , 1   , 2020-11-03T09:42:11 , 1
CPU     , CPU             , 1   , 2020-11-03T09:42:21 , 1
CPU     , CPU             , 1   , 2020-11-03T09:44:11 , 3
CPU     , CPU             , 1   , 2020-11-03T09:44:22 , 1
CPU     , CPU             , 1   , 2020-11-03T09:44:32 , 1
CPU     , CPU             , 1   , 2020-11-03T09:44:42 , 1
CPU     , CPU             , 1   , 2020-11-03T09:44:52 , 1
CPU     , CPU             , 1   , 2020-11-03T09:46:12 , 3
CPU     , CPU             , 1   , 2020-11-03T09:46:22 , 2
CPU     , CPU             , 1   , 2020-11-03T09:46:32 , 1
CPU     , CPU             , 1   , 2020-11-03T09:46:42 , 1
CPU     , CPU             , 1   , 2020-11-03T09:46:52 , 1
CPU     , CPU             , 1   , 2020-11-03T09:47:13 , 1
CPU     , CPU             , 1   , 2020-11-03T09:47:33 , 1
CPU     , CPU             , 1   , 2020-11-03T09:47:53 , 1
CPU     , CPU             , 1   , 2020-11-03T09:49:33 , 1
CPU     , CPU             , 1   , 2020-11-03T09:49:43 , 1
CPU     , CPU             , 1   , 2020-11-03T09:50:03 , 2
CPU     , CPU             , 1   , 2020-11-03T09:50:13 , 2
CPU     , CPU             , 1   , 2020-11-03T09:51:44 , 1
CPU     , CPU             , 1   , 2020-11-03T09:51:54 , 1
CPU     , CPU             , 1   , 2020-11-03T09:53:14 , 1
CPU     , CPU             , 1   , 2020-11-03T09:54:14 , 2
CPU     , CPU             , 1   , 2020-11-03T09:54:24 , 1
CPU     , CPU             , 1   , 2020-11-03T09:54:54 , 1
CPU     , CPU             , 1   , 2020-11-03T09:55:45 , 1
CPU     , CPU             , 1   , 2020-11-03T09:56:25 , 1
CPU     , CPU             , 1   , 2020-11-03T09:57:25 , 1
CPU     , CPU             , 1   , 2020-11-03T09:58:45 , 1
CPU     , CPU             , 1   , 2020-11-03T09:59:46 , 1
CPU     , CPU             , 1   , 2020-11-03T10:06:18 , 1
CPU     , CPU             , 1   , 2020-11-03T10:06:58 , 1
CPU     , CPU             , 1   , 2020-11-03T10:07:28 , 1
CPU     , CPU             , 1   , 2020-11-03T10:07:38 , 1
CPU     , CPU             , 1   , 2020-11-03T10:09:08 , 1
CPU     , CPU             , 1   , 2020-11-03T10:09:18 , 1
CPU     , CPU             , 1   , 2020-11-03T10:09:38 , 1
CPU     , CPU             , 1   , 2020-11-03T10:09:48 , 1
CPU     , CPU             , 1   , 2020-11-03T10:10:09 , 3
CPU     , CPU             , 1   , 2020-11-03T10:10:19 , 1
CPU     , CPU             , 1   , 2020-11-03T10:10:29 , 2
CPU     , CPU             , 1   , 2020-11-03T10:10:39 , 1
CPU     , CPU             , 1   , 2020-11-03T10:11:09 , 2
CPU     , CPU             , 1   , 2020-11-03T10:11:19 , 2
CPU     , CPU             , 1   , 2020-11-03T10:11:29 , 1
CPU     , CPU             , 1   , 2020-11-03T10:11:39 , 2
CPU     , CPU             , 1   , 2020-11-03T10:11:49 , 3
CPU     , CPU             , 1   , 2020-11-03T10:11:59 , 1
CPU     , CPU             , 1   , 2020-11-03T10:12:29 , 1
CPU     , CPU             , 1   , 2020-11-03T10:12:39 , 1
CPU     , CPU             , 1   , 2020-11-03T10:12:49 , 1
CPU     , CPU             , 1   , 2020-11-03T10:12:59 , 2
CPU     , CPU             , 1   , 2020-11-03T10:13:09 , 2
CPU     , CPU             , 1   , 2020-11-03T10:13:19 , 4
CPU     , CPU             , 1   , 2020-11-03T10:13:30 , 2
CPU     , CPU             , 1   , 2020-11-03T10:13:40 , 1
CPU     , CPU             , 1   , 2020-11-03T10:13:50 , 2
CPU     , CPU             , 1   , 2020-11-03T10:14:00 , 1
CPU     , CPU             , 1   , 2020-11-03T10:14:10 , 2
CPU     , CPU             , 1   , 2020-11-03T10:14:20 , 1
CPU     , CPU             , 1   , 2020-11-03T10:14:30 , 1
CPU     , CPU             , 1   , 2020-11-03T10:14:40 , 1
CPU     , CPU             , 1   , 2020-11-03T10:15:00 , 2
CPU     , CPU             , 1   , 2020-11-03T10:15:20 , 1
CPU     , CPU             , 1   , 2020-11-03T10:15:30 , 1
CPU     , CPU             , 1   , 2020-11-03T10:15:40 , 3
CPU     , CPU             , 1   , 2020-11-03T10:15:50 , 4
CPU     , CPU             , 1   , 2020-11-03T10:16:00 , 3
CPU     , CPU             , 1   , 2020-11-03T10:16:10 , 4
CPU     , CPU             , 1   , 2020-11-03T10:16:20 , 2
CPU     , CPU             , 1   , 2020-11-03T10:16:40 , 2
CPU     , CPU             , 1   , 2020-11-03T10:16:51 , 3
CPU     , CPU             , 1   , 2020-11-03T10:17:31 , 2
CPU     , CPU             , 1   , 2020-11-03T10:18:01 , 1
CPU     , CPU             , 1   , 2020-11-03T10:18:21 , 1
CPU     , CPU             , 1   , 2020-11-03T10:20:32 , 2
CPU     , CPU             , 1   , 2020-11-03T10:20:52 , 2
CPU     , CPU             , 1   , 2020-11-03T10:21:02 , 4
CPU     , CPU             , 1   , 2020-11-03T10:21:12 , 2
CPU     , CPU             , 1   , 2020-11-03T10:21:32 , 1
CPU     , CPU             , 1   , 2020-11-03T10:21:42 , 2
CPU     , CPU             , 1   , 2020-11-03T10:23:12 , 1
CPU     , CPU             , 1   , 2020-11-03T10:23:22 , 1
CPU     , CPU             , 1   , 2020-11-03T10:23:32 , 1
CPU     , CPU             , 1   , 2020-11-03T10:24:02 , 1
CPU     , CPU             , 1   , 2020-11-03T10:24:53 , 1
CPU     , CPU             , 1   , 2020-11-03T10:26:03 , 1
CPU     , CPU             , 1   , 2020-11-03T10:26:13 , 1
CPU     , CPU             , 1   , 2020-11-03T10:26:23 , 1
CPU     , CPU             , 1   , 2020-11-03T10:26:33 , 1
CPU     , CPU             , 1   , 2020-11-03T10:27:33 , 1
CPU     , CPU             , 1   , 2020-11-03T10:27:53 , 1
CPU     , CPU             , 1   , 2020-11-03T10:28:04 , 1
CPU     , CPU             , 1   , 2020-11-03T10:29:04 , 1
CPU     , CPU             , 1   , 2020-11-03T10:29:14 , 1
CPU     , CPU             , 1   , 2020-11-03T10:30:04 , 1
CPU     , CPU             , 1   , 2020-11-03T10:31:14 , 1
CPU     , CPU             , 1   , 2020-11-03T10:31:34 , 1
CPU     , CPU             , 1   , 2020-11-03T10:31:44 , 1
CPU     , CPU             , 1   , 2020-11-03T10:32:55 , 1
CPU     , CPU             , 1   , 2020-11-03T10:33:05 , 1
CPU     , CPU             , 1   , 2020-11-03T10:34:15 , 1
CPU     , CPU             , 1   , 2020-11-03T10:35:15 , 1
CPU     , CPU             , 1   , 2020-11-03T10:35:25 , 1
CPU     , CPU             , 1   , 2020-11-03T10:36:06 , 1
CPU     , CPU             , 1   , 2020-11-03T10:36:46 , 1
CPU     , CPU             , 1   , 2020-11-03T10:36:56 , 1
CPU     , CPU             , 1   , 2020-11-03T10:37:16 , 1
CPU     , CPU             , 1   , 2020-11-03T10:37:46 , 1
CPU     , CPU             , 1   , 2020-11-03T10:37:56 , 2
CPU     , CPU             , 1   , 2020-11-03T10:38:06 , 2
CPU     , CPU             , 1   , 2020-11-03T10:38:36 , 1
CPU     , CPU             , 1   , 2020-11-03T10:38:46 , 1
CPU     , CPU             , 1   , 2020-11-03T10:40:57 , 1
CPU     , CPU             , 1   , 2020-11-03T10:41:07 , 1
CPU     , CPU             , 1   , 2020-11-03T10:42:07 , 1
CPU     , CPU             , 1   , 2020-11-03T10:42:17 , 1
CPU     , CPU             , 1   , 2020-11-03T10:44:18 , 1
CPU     , CPU             , 1   , 2020-11-03T10:44:38 , 1
CPU     , CPU             , 1   , 2020-11-03T10:45:08 , 1
CPU     , CPU             , 1   , 2020-11-03T10:45:48 , 1
CPU     , CPU             , 1   , 2020-11-03T10:47:39 , 1
CPU     , CPU             , 1   , 2020-11-03T10:48:09 , 1
CPU     , CPU             , 1   , 2020-11-03T10:48:39 , 1
CPU     , CPU             , 1   , 2020-11-03T10:48:59 , 1
CPU     , CPU             , 1   , 2020-11-03T10:49:19 , 1
CPU     , CPU             , 1   , 2020-11-03T10:49:29 , 2
CPU     , CPU             , 1   , 2020-11-03T10:49:49 , 1
CPU     , CPU             , 1   , 2020-11-03T10:50:09 , 1
CPU     , CPU             , 1   , 2020-11-03T10:50:19 , 2
CPU     , CPU             , 1   , 2020-11-03T10:50:29 , 1
CPU     , CPU             , 1   , 2020-11-03T10:51:40 , 1
CPU     , CPU             , 1   , 2020-11-03T10:52:20 , 1
CPU     , CPU             , 1   , 2020-11-03T10:53:30 , 1
CPU     , CPU             , 1   , 2020-11-03T10:55:11 , 2
CPU     , CPU             , 1   , 2020-11-03T10:55:21 , 1
CPU     , CPU             , 1   , 2020-11-03T10:56:11 , 1
CPU     , CPU             , 1   , 2020-11-03T10:56:31 , 1
CPU     , CPU             , 1   , 2020-11-03T10:58:01 , 1
CPU     , CPU             , 1   , 2020-11-03T10:58:11 , 1
CPU     , CPU             , 1   , 2020-11-03T10:58:42 , 2
CPU     , CPU             , 1   , 2020-11-03T10:59:12 , 1
CPU     , CPU             , 1   , 2020-11-03T10:59:22 , 3
CPU     , CPU             , 1   , 2020-11-03T10:59:32 , 1
CPU     , CPU             , 1   , 2020-11-03T10:59:42 , 2
CPU     , CPU             , 1   , 2020-11-03T11:00:12 , 2
CPU     , CPU             , 1   , 2020-11-03T11:00:22 , 1
CPU     , CPU             , 1   , 2020-11-03T11:00:42 , 2
CPU     , CPU             , 1   , 2020-11-03T11:00:52 , 1
CPU     , CPU             , 1   , 2020-11-03T11:01:02 , 3
CPU     , CPU             , 1   , 2020-11-03T11:01:13 , 1
CPU     , CPU             , 1   , 2020-11-03T11:01:23 , 2
CPU     , CPU             , 1   , 2020-11-03T11:01:33 , 1
CPU     , CPU             , 1   , 2020-11-03T11:01:43 , 1
CPU     , CPU             , 1   , 2020-11-03T11:01:53 , 1
CPU     , CPU             , 1   , 2020-11-03T11:02:03 , 1
CPU     , CPU             , 1   , 2020-11-03T11:02:13 , 1
CPU     , CPU             , 1   , 2020-11-03T11:02:43 , 1
CPU     , CPU             , 1   , 2020-11-03T11:03:03 , 1
CPU     , CPU             , 1   , 2020-11-03T11:03:13 , 2
CPU     , CPU             , 1   , 2020-11-03T11:03:23 , 2
CPU     , CPU             , 1   , 2020-11-03T11:03:33 , 3
CPU     , CPU             , 1   , 2020-11-03T11:03:43 , 2
CPU     , CPU             , 1   , 2020-11-03T11:03:53 , 3
CPU     , CPU             , 1   , 2020-11-03T11:04:03 , 1
CPU     , CPU             , 1   , 2020-11-03T11:04:13 , 1
CPU     , CPU             , 1   , 2020-11-03T11:04:33 , 1
CPU     , CPU             , 1   , 2020-11-03T11:04:43 , 1
CPU     , CPU             , 1   , 2020-11-03T11:04:53 , 1
CPU     , CPU             , 1   , 2020-11-03T11:05:03 , 1
CPU     , CPU             , 1   , 2020-11-03T11:05:13 , 3
CPU     , CPU             , 1   , 2020-11-03T11:05:23 , 2
CPU     , CPU             , 1   , 2020-11-03T11:05:54 , 4
CPU     , CPU             , 1   , 2020-11-03T11:06:04 , 2
CPU     , CPU             , 1   , 2020-11-03T11:06:14 , 1
