REPORT_DATE
-------------------
2020-11-06T11:45:41
PDB: FRSTPROD
---
TABLE_NAME                     OWNER.INDEX_NAME                      SAVING %         CURRENT SIZE       ESTIMATED SIZE  COMMAND
MV_PATID_THRESH_COND_CLAIM     THH_C4C.IX_MPTCC_SUBMITTED_DATE        26.3 %              521.3 MB             384.0 MB  ALTER INDEX thh_c4c.ix_mptcc_submitted_date REBUILD ONLINE;
MV_PATID_CLINIC_COND_SRVCD     THH_C4C.IX_MPCCS_VALIDTO               27.0 %              515.4 MB             376.0 MB  ALTER INDEX thh_c4c.ix_mpccs_validto REBUILD ONLINE;
A_USR                          THH_C4C.AX_USR_FROMTO                  28.7 %              504.7 MB             360.0 MB  ALTER INDEX thh_c4c.ax_usr_fromto REBUILD ONLINE;
A_USR                          THH_C4C.PERFAUSERX16                   25.7 %              355.4 MB             264.0 MB  ALTER INDEX thh_c4c.perfauserx16 REBUILD ONLINE;
A_WKFWTSK_STT_CNGE             THH_C4C.AX_WTSC_CLASSTYPE              26.9 %              328.4 MB             240.0 MB  ALTER INDEX thh_c4c.ax_wtsc_classtype REBUILD ONLINE;
T_WKFWTSK_STT_CNGE             THH_C4C.IX_WTSC_CLASSTYPE              26.1 %              313.9 MB             232.0 MB  ALTER INDEX thh_c4c.ix_wtsc_classtype REBUILD ONLINE;
A_USR                          THH_C4C.AX_USR_CLASSTYPE               28.5 %              313.2 MB             224.0 MB  ALTER INDEX thh_c4c.ax_usr_classtype REBUILD ONLINE;
A_WKFWTSK                      THH_C4C.PERFAWKFTSKX15                 39.3 %              263.6 MB             160.0 MB  ALTER INDEX thh_c4c.perfawkftskx15 REBUILD ONLINE;
T_USR                          THH_C4C.T_USR_IX_USR_C4C_ID_CLASSTY    45.0 %              232.8 MB             128.0 MB  ALTER INDEX thh_c4c.t_usr_ix_usr_c4c_id_classtype REBUILD ONLINE;
CAREADMIN_CONVO                THH_C4C.IX_CA_CONVO_1                  41.3 %              231.8 MB             136.0 MB  ALTER INDEX thh_c4c.ix_ca_convo_1 REBUILD ONLINE;
CAREADMIN_CONVO                THH_C4C.CAREADMIN_CONVO_002_IDX        40.4 %              228.3 MB             136.0 MB  ALTER INDEX thh_c4c.careadmin_convo_002_idx REBUILD ONLINE;
WF_PROPERTYSET                 THH_C4C.IX_WFNAME_ID_WF_STEPID         31.5 %              221.9 MB             152.0 MB  ALTER INDEX thh_c4c.ix_wfname_id_wf_stepid REBUILD ONLINE;
T_USR_CNCTINFO                 THH_C4C.IX_UCTI_HOMA_ID                81.3 %              214.4 MB              40.0 MB  ALTER INDEX thh_c4c.ix_ucti_homa_id REBUILD ONLINE;
T_USR_CNCTINFO                 THH_C4C.IX_UCTI_BIZA_ID                80.9 %              209.4 MB              40.0 MB  ALTER INDEX thh_c4c.ix_ucti_biza_id REBUILD ONLINE;
CAREADMIN_CONVO                THH_C4C.CAREADMIN_CONVO_001_IDX        37.6 %              205.3 MB             128.0 MB  ALTER INDEX thh_c4c.careadmin_convo_001_idx REBUILD ONLINE;
A_CNCTDTLS                     THH_C4C.IX_A_CTDT_IDVALIDFROM          35.2 %              197.5 MB             128.0 MB  ALTER INDEX thh_c4c.ix_a_ctdt_idvalidfrom REBUILD ONLINE;
A_WKFWTSK                      THH_C4C.AX_WTSK_CLASSTYPE              26.2 %              195.2 MB             144.0 MB  ALTER INDEX thh_c4c.ax_wtsk_classtype REBUILD ONLINE;
A_CNCTADD                      THH_C4C.AX_COAD_CLASSTYPE              29.5 %              192.8 MB             136.0 MB  ALTER INDEX thh_c4c.ax_coad_classtype REBUILD ONLINE;
A_CNCTDTLS                     THH_C4C.AX_CTDT_CLASSTYPE              26.3 %              184.5 MB             136.0 MB  ALTER INDEX thh_c4c.ax_ctdt_classtype REBUILD ONLINE;
A_MEMBCTCS                     THH_C4C.AX_MMCT_CLASSTYPE              25.5 %              182.5 MB             136.0 MB  ALTER INDEX thh_c4c.ax_mmct_classtype REBUILD ONLINE;
A_INSCPRSRGRP                  THH_C4C.AX_IPGP_CLASSTYPE              25.3 %              182.1 MB             136.0 MB  ALTER INDEX thh_c4c.ax_ipgp_classtype REBUILD ONLINE;
A_CNCTADD                      THH_C4C.IX_A_COAD_IDVALIDFROM          28.9 %              179.9 MB             128.0 MB  ALTER INDEX thh_c4c.ix_a_coad_idvalidfrom REBUILD ONLINE;
A_TNFRREC                      THH_C4C.AX_TRRC_CLASSTYPE              28.6 %              168.0 MB             120.0 MB  ALTER INDEX thh_c4c.ax_trrc_classtype REBUILD ONLINE;
T_PVDRASTN                     THH_C4C.IX_PRAS_UNIVID                 41.6 %              164.3 MB              96.0 MB  ALTER INDEX thh_c4c.ix_pras_univid REBUILD ONLINE;
T_USR                          THH_C4C.IX_USR_C4C_ID_DS               67.6 %              157.5 MB              51.0 MB  ALTER INDEX thh_c4c.ix_usr_c4c_id_ds REBUILD ONLINE;
DW_FACT_DATA_CAPTURE           THH_C4C_DW.PK_DW_FACT_DATA_CAPT_VAL    36.4 %              138.3 MB              88.0 MB  ALTER INDEX thh_c4c_dw.pk_dw_fact_data_capt_value_key REBUILD ONLINE;
CLINICALDATAVALUE              THH_C4C.SYS_C0015700                   36.0 %              137.6 MB              88.0 MB  ALTER INDEX thh_c4c.sys_c0015700 REBUILD ONLINE;
T_WKFWTSK                      THH_C4C.IX_WTSK_RFRDOBJ_ID_TYP_TYP_    47.3 %              136.6 MB              72.0 MB  ALTER INDEX thh_c4c.ix_wtsk_rfrdobj_id_typ_typ_stt REBUILD ONLINE;
A_USR_CNCTINFO                 THH_C4C.AX_UCTI_BIZ_ADD                70.6 %              132.6 MB              39.0 MB  ALTER INDEX thh_c4c.ax_ucti_biz_add REBUILD ONLINE;
A_USR_CNCTINFO                 THH_C4C.AX_UCTI_HOM_ADD                68.5 %              123.7 MB              39.0 MB  ALTER INDEX thh_c4c.ax_ucti_hom_add REBUILD ONLINE;
T_PVDRASTN                     THH_C4C.IX_PRAS_CLASSTYPE              28.3 %              122.7 MB              88.0 MB  ALTER INDEX thh_c4c.ix_pras_classtype REBUILD ONLINE;
MV_DIM_MEMBER_ADDRESS          THH_C4C.PK_MV_DIM_MEMBER_ADDRESS       49.4 %              116.7 MB              59.0 MB  ALTER INDEX thh_c4c.pk_mv_dim_member_address REBUILD ONLINE;
T_USR_LOGN                     THH_C4C.IX_ULGN_UNIVID                 30.5 %               76.2 MB              53.0 MB  ALTER INDEX thh_c4c.ix_ulgn_univid REBUILD ONLINE;
A_CNCT                         THH_C4C.AX_COAT_CLASSTYPE              32.4 %               75.4 MB              51.0 MB  ALTER INDEX thh_c4c.ax_coat_classtype REBUILD ONLINE;
